Sample,Short Code,City Code,State,City
CMVYORXA,CMVYOR,CMVY,OR,
CNBHOR64,CNBHOR,CNBH,OR,
CNPNOR29,CNPNOR,CNPN,OR,
CNVLORXA,CNVLOR,CNVL,OR,
CODLORXA,CODLOR,CODL,OR,
CQLLORXX,CQLLOR,CQLL,OR,
CRTOORXA,CRTOOR,CRTO,OR,
CRVSOR65,CRVSOR,CRVS,OR,
CRWLORXA,CRWLOR,CRWL,OR,
CSBYORXX,CSBYOR,CSBY,OR,
CTGVOR53,CTGVOR,CTGV,OR,
CVJTORXA,CVJTOR,CVJT,OR,
DLLSOR58,DLLSOR,DLLS,OR,
DPBYORXX,DPBYOR,DPBY,OR,
DRANORXA,DRANOR,DRAN,OR,
DURKORXA,DURKOR,DURK,OR,
DYTNORXA,DYTNOR,DYTN,OR,
ECHOORXA,ECHOOR,ECHO,OR,
EMPRORXX,EMPROR,EMPR,OR,
EUGNOR28,EUGNOR,EUGN,OR,
FLCYOR58,FLCYOR,FLCY,OR,
FLRNOR53,FLRNOR,FLRN,OR,
FRGVORXX,FRGVOR,FRGV,OR,
GDISORXX,GDISOR,GDIS,OR,
GLBHORXX,GLBHOR,GLBH,OR,
GLDLORXA,GLDLOR,GLDL,OR,
GLHLOR55,GLHLOR,GLHL,OR,
GLNNORXA,GLNNOR,GLNN,OR,
GRBLORXA,GRBLOR,GRBL,OR,
GRHMORXB,GRHMOR,GRHM,OR,
GRPSOR29,GRPSOR,GRPS,OR,
GRRNORXA,GRRNOR,GRRN,OR,
GSTNORXX,GSTNOR,GSTN,OR,
HDLDORXA,HDLDOR,HDLD,OR,
HDRVORXA,HDRVOR,HDRV,OR,
HLBOORXB,HLBOOR,HLBO,OR,
HMTNOR56,HMTNOR,HMTN,OR,
IMBLORXX,IMBLOR,IMBL,OR,
JCVLOR56,JCVLOR,JCVL,OR,
JFSNOR63,JFSNOR,JFSN,OR,
JNCYOR51,JNCYOR,JNCY,OR,
KLFLOR54,KLFLOR,KLFL,OR,
KNPPORXA,KNPPOR,KNPP,OR,
LAGRORXB,LAGROR,LAGR,OR,
LAPIOR52,LAPIOR,LAPI,OR,
LBNNORXB,LBNNOR,LBNN,OR,
LEBGOR54,LEBGOR,LEBG,OR,
LKOSOR62,LKOSOR,LKOS,OR,
LKSDORXX,LKSDOR,LKSD,OR,
LNCYORXX,LNCYOR,LNCY,OR,
LNGLORXX,LNGLOR,LNGL,OR,
LWLLOR53,LWLLOR,LWLL,OR,
MALNORXA,MALNOR,MALN,OR,
MAUPORXA,MAUPOR,MAUP,OR,
MDFDOR33,MDFDOR,MDFD,OR,
MDRSOR52,MDRSOR,MDRS,OR,
MLCYORXA,MLCYOR,MLCY,OR,
MLTNOR56,MLTNOR,MLTN,OR,
MLWKOR17,MLWKOR,MLWK,OR,
MMVLORXX,MMVLOR,MMVL,OR,
MOSRORXX,MOSROR,MOSR,OR,
MRPHORXX,MRPHOR,MRPH,OR,
MRRLORXA,MRRLOR,MRRL,OR,
MYCKORXA,MYCKOR,MYCK,OR,
MYPNORXX,MYPNOR,MYPN,OR,
NBNDORXX,NBNDOR,NBND,OR,
NPLNOR62,NPLNOR,NPLN,OR,
NPWRORXA,NPWROR,NPWR,OR,
NWBRORXA,NWBROR,NWBR,OR,
NWPTOR35,NWPTOR,NWPT,OR,
NYSSORXC,NYSSOR,NYSS,OR,
OBRNORXX,OBRNOR,OBRN,OR,
OKRGOR01,OKRGOR,OKRG,OR,
ONTRORXC,ONTROR,ONTR,OR,
ORNTORXA,ORNTOR,ORNT,OR,
PCCYORXX,PCCYOR,PCCY,OR,
PHNXOR55,PHNXOR,PHNX,OR,
PLRKORXX,PLRKOR,PLRK,OR,
PNTNOR56,PNTNOR,PNTN,OR,
PTLDOR02,PTLDOR,PTLD,OR,
PTLDOR08,PTLDOR,PTLD,OR,
PTLDOR11,PTLDOR,PTLD,OR,
PTLDOR12,PTLDOR,PTLD,OR,
PTLDOR14,PTLDOR,PTLD,OR,
PTLDOR17,PTLDOR,PTLD,OR,
PTLDOR18,PTLDOR,PTLD,OR,
PTORORXX,PTOROR,PTOR,OR,
RDDLORXA,RDDLOR,RDDL,OR,
RDMDOR01,RDMDOR,RDMD,OR,
RDPTORXX,RDPTOR,RDPT,OR,
RGRVOR55,RGRVOR,RGRV,OR,
RKWYORXA,RKWYOR,RKWY,OR,
RSBGOR57,RSBGOR,RSBG,OR,
SALMOR59,SALMOR,SALM,OR,
SCHLORXX,SCHLOR,SCHL,OR,
SCPPORXA,SCPPOR,SCPP,OR,
SELMORXA,SELMOR,SELM,OR,
SESDOR64,SESDOR,SESD,OR,
SHDDORXA,SHDDOR,SHDD,OR,
SHRDORXA,SHRDOR,SHRD,OR,
SHWDORXA,SHWDOR,SHWD,OR,
SLTNORXA,SLTNOR,SLTN,OR,
SMRWORXA,SMRWOR,SMRW,OR,
SNDYORXA,SNDYOR,SNDY,OR,
SNSDORXX,SNSDOR,SNSD,OR,
SPFDOR01,SPFDOR,SPFD,OR,
SSTROR01,SSTROR,SSTR,OR,
STFDOR56,STFDOR,STFD,OR,
STFRORXX,STFROR,STFR,OR,
STHNOR40,STHNOR,STHN,OR,
STHROR58,STHROR,STHR,OR,
SWTHORXX,SWTHOR,SWTH,OR,
TGRDORXA,TGRDOR,TGRD,OR,
TGRDORXC,TGRDOR,TGRD,OR,
THDLORXA,THDLOR,THDL,OR,
TLMKORXA,TLMKOR,TLMK,OR,
TOLDOR66,TOLDOR,TOLD,OR,
TRNRORXA,TRNROR,TRNR,OR,
TULTORXA,TULTOR,TULT,OR,
UMTLOR57,UMTLOR,UMTL,OR,
UNINORXA,UNINOR,UNIN,OR,
VENTOR54,VENTOR,VENT,OR,
VYVWORXA,VYVWOR,VYVW,OR,
WDBNOR59,WDBNOR,WDBN,OR,
WHCYORXX,WHCYOR,WHCY,OR,
WIVLORXA,WIVLOR,WIVL,OR,
WLCKORXA,WLCKOR,WLCK,OR,
WLMNORXB,WLMNOR,WLMN,OR,
WNTNOR57,WNTNOR,WNTN,OR,
WRTNOR64,WRTNOR,WRTN,OR,
WSPTOR64,WSPTOR,WSPT,OR,
YMHLORXA,YMHLOR,YMHL,OR,
YNCLORXA,YNCLOR,YNCL,OR,
ADTWPAXA,ADTWPA,ADTW,PA,
AKRNPAXA,AKRNPA,AKRN,PA,
ALBNPAXA,ALBNPA,ALBN,PA,
ALNAPAAL,ALNAPA,ALNA,PA,
ALQPPAAL,ALQPPA,ALQP,PA,
ALTWPAMT,ALTWPA,ALTW,PA,
ALVLPAXA,ALVLPA,ALVL,PA,
ALXNPAAX,ALXNPA,ALXN,PA,
AMBLPAAM,AMBLPA,AMBL,PA,
AMBRPAAM,AMBRPA,AMBR,PA,
ANVLPAAN,ANVLPA,ANVL,PA,
APLLPAXA,APLLPA,APLL,PA,
ASLDPAAL,ASLDPA,ASLD,PA,
ATGLPAXA,ATGLPA,ATGL,PA,
AUSTPAAU,AUSTPA,AUST,PA,
AVDLPAAV,AVDLPA,AVDL,PA,
AVMRPAXA,AVMRPA,AVMR,PA,
BADNPABA,BADNPA,BADN,PA,
BATHPABT,BATHPA,BATH,PA,
BBTWPAXB,BBTWPA,BBTW,PA,
BCCKPAXB,BCCKPA,BCCK,PA,
BCHMPABU,BCHMPA,BCHM,PA,
BCLKPAXB,BCLKPA,BCLK,PA,
BCWYPAXB,BCWYPA,BCWY,PA,
BDFRPAXB,BDFRPA,BDFR,PA,
BDVYPAXB,BDVYPA,BDVY,PA,
BERVPAXB,BERVPA,BERV,PA,
BEWKPABR,BEWKPA,BEWK,PA,
BGRNPABR,BGRNPA,BGRN,PA,
BIGVPAXB,BIGVPA,BIGV,PA,
BKSDPAXB,BKSDPA,BKSD,PA,
BKVLPAXB,BKVLPA,BKVL,PA,
BLCLPABL,BLCLPA,BLCL,PA,
BLLFPABE,BLLFPA,BLLF,PA,
BLLVPABE,BLLVPA,BLLV,PA,
BLLYPAXB,BLLYPA,BLLY,PA,
BLRSPAXB,BLRSPA,BLRS,PA,
BLTWPAXB,BLTWPA,BLTW,PA,
BLVIPABL,BLVIPA,BLVI,PA,
BLVNPABV,BLVNPA,BLVN,PA,
BLVRPABO,BLVRPA,BLVR,PA,
BLWDPABE,BLWDPA,BLWD,PA,
BMBGPABL,BMBGPA,BMBG,PA,
BMNSPABM,BMNSPA,BMNS,PA,
BNGRPAXB,BNGRPA,BNGR,PA,
BOALPABO,BOALPA,BOAL,PA,
BOTWPAXB,BOTWPA,BOTW,PA,
BRBOPABA,BRBOPA,BRBO,PA,
BRCKPAES,BRCKPA,BRCK,PA,
BRDDPABR,BRDDPA,BRDD,PA,
BRFRPABR,BRFRPA,BRFR,PA,
BRKLPAXB,BRKLPA,BRKL,PA,
BRLNPAXB,BRLNPA,BRLN,PA,
BRSTPABR,BRSTPA,BRST,PA,
BRYMPABM,BRYMPA,BRYM,PA,
BSHKPABU,BSHKPA,BSHK,PA,
BSMRPABE,BSMRPA,BSMR,PA,
BTHYPABH,BTHYPA,BTHY,PA,
BTPKPABP,BTPKPA,BTPK,PA,
BVFLPABF,BVFLPA,BVFL,PA,
BWVLPABR,BWVLPA,BWVL,PA,
CALBPAXC,CALBPA,CALB,PA,
CCHRPAXC,CCHRPA,CCHR,PA,
CDPTPACO,CDPTPA,CDPT,PA,
CGVLPACL,CGVLPA,CGVL,PA,
CHBGPAXC,CHBGPA,CHBG,PA,
CHCRPAXC,CHCRPA,CHCR,PA,
CHESPACA,CHESPA,CHES,PA,
CHESPACB,CHESPA,CHES,PA,
CHLKPAXC,CHLKPA,CHLK,PA,
CHRLPACH,CHRLPA,CHRL,PA,
CHTRPACH,CHTRPA,CHTR,PA,
CHTTPACT,CHTTPA,CHTT,PA,
CHVLPACH,CHVLPA,CHVL,PA,
CLARPACL,CLARPA,CLAR,PA,
CLFDPACL,CLFDPA,CLFD,PA,
CLFRPACA,CLFRPA,CLFR,PA,
CLMAPAXC,CLMAPA,CLMA,PA,
CLRTPACL,CLRTPA,CLRT,PA,
CLSMPAXC,CLSMPA,CLSM,PA,
CLVIPACL,CLVIPA,CLVI,PA,
CLYMPACL,CLYMPA,CLYM,PA,
CMSPPAXC,CMSPPA,CMSP,PA,
CNBGPACA,CNBGPA,CNBG,PA,
CNCYPAXC,CNCYPA,CNCY,PA,
CNFLPAXC,CNFLPA,CNFL,PA,
CNLKPAXC,CNLKPA,CNLK,PA,
CNLVPACO,CNLVPA,CNLV,PA,
CNPNPACE,CNPNPA,CNPN,PA,
CNQNPAXC,CNQNPA,CNQN,PA,
CNTVPAXC,CNTVPA,CNTV,PA,
CNYNPAXC,CNYNPA,CNYN,PA,
CPBGPAXC,CPBGPA,CPBG,PA,
CPSTPAXC,CPSTPA,CPST,PA,
CPSVPAXC,CPSVPA,CPSV,PA,
CRCRPAXC,CRCRPA,CRCR,PA,
CRESPAES,CRESPA,CRES,PA,
CRLSPAXC,CRLSPA,CRLS,PA,
CRMCPAXC,CRMCPA,CRMC,PA,
CRRYPAXC,CRRYPA,CRRY,PA,
CRSCPAXC,CRSCPA,CRSC,PA,
CRSNPACR,CRSNPA,CRSN,PA,
CRTWPACA,CRTWPA,CRTW,PA,
CRVVPACA,CRVVPA,CRVV,PA,
CRWVPACU,CRWVPA,CRWV,PA,
CSSPPACS,CSSPPA,CSSP,PA,
CTHLPACH,CTHLPA,CTHL,PA,
CTMRPAXC,CTMRPA,CTMR,PA,
CTSQPACT,CTSQPA,CTSQ,PA,
CTVLPACV,CTVLPA,CTVL,PA,
CUVLPAXC,CUVLPA,CUVL,PA,
CYBGPAXC,CYBGPA,CYBG,PA,
DAPHPADA,DAPHPA,DAPH,PA,
DAVLPADA,DAVLPA,DAVL,PA,
DAYTPAXD,DAYTPA,DAYT,PA,
DGVLPAXD,DGVLPA,DGVL,PA,
DLBGPAXD,DLBGPA,DLBG,PA,
DLLSPAXD,DLLSPA,DLLS,PA,
DLMTPAXD,DLMTPA,DLMT,PA,
DLTNPAXD,DLTNPA,DLTN,PA,
DNCNPAXD,DNCNPA,DNCN,PA,
DNFYPAXD,DNFYPA,DNFY,PA,
DNRAPADO,DNRAPA,DNRA,PA,
DOVRPAXD,DOVRPA,DOVR,PA,
DRRYPADE,DRRYPA,DRRY,PA,
DRTNPAXD,DRTNPA,DRTN,PA,
DRVLPADO,DRVLPA,DRVL,PA,
DUBSPADU,DUBSPA,DUBS,PA,
DVDVPAXD,DVDVPA,DVDV,PA,
DWSNPADA,DWSNPA,DWSN,PA,
DWTWPADT,DWTWPA,DWTW,PA,
DYTWPADB,DYTWPA,DYTW,PA,
EAGLPAEG,EAGLPA,EAGL,PA,
EBNSPAEB,EBNSPA,EBNS,PA,
EBRLPAXE,EBRLPA,EBRL,PA,
EDNBPAXE,EDNBPA,EDNB,PA,
EDTNPAED,EDTNPA,EDTN,PA,
EGMRPAXE,EGMRPA,EGMR,PA,
EKLDPAXE,EKLDPA,EKLD,PA,
ELCYPAEC,ELCYPA,ELCY,PA,
ELDDPAEL,ELDDPA,ELDD,PA,
ELDRPAXE,ELDRPA,ELDR,PA,
ELZBPAEL,ELZBPA,ELZB,PA,
ELZTPAET,ELZTPA,ELZT,PA,
EMMSPAXE,EMMSPA,EMMS,PA,
EMPRPAXE,EMPRPA,EMPR,PA,
ENOLPAEN,ENOLPA,ENOL,PA,
ENVYPAXE,ENVYPA,ENVY,PA,
EPBGPAEP,EPBGPA,EPBG,PA,
ERIEPAXE,ERIEPA,ERIE,PA,
ERIEPAXM,ERIEPA,ERIE,PA,
ERIEPAXS,ERIEPA,ERIE,PA,
ERIEPAXT,ERIEPA,ERIE,PA,
ERIEPAXW,ERIEPA,ERIE,PA,
ESTNPAEA,ESTNPA,ESTN,PA,
EVCYPAXE,EVCYPA,EVCY,PA,
EVRTPAXE,EVRTPA,EVRT,PA,
EXPRPAXE,EXPRPA,EXPR,PA,
EXTNPAEX,EXTNPA,EXTN,PA,
EZTWPAXE,EZTWPA,EZTW,PA,
EZVLPAXE,EZVLPA,EZVL,PA,
FCTVPAXF,FCTVPA,FCTV,PA,
FCVLPAFR,FCVLPA,FCVL,PA,
FDBGPAXF,FDBGPA,FDBG,PA,
FDCYPAXF,FDCYPA,FDCY,PA,
FKLNPAXF,FKLNPA,FKLN,PA,
FLYVPAFI,FLYVPA,FLYV,PA,
FRCHPAFA,FRCHPA,FRCH,PA,
FRDNPAXF,FRDNPA,FRDN,PA,
FRERPAXF,FRERPA,FRER,PA,
FRFDPAXF,FRFDPA,FRFD,PA,
FRNDPAXF,FRNDPA,FRND,PA,
FRTNPAFA,FRTNPA,FRTN,PA,
FSCKPAFC,FSCKPA,FSCK,PA,
FTWSPAFW,FTWSPA,FTWS,PA,
FWGVPAXF,FWGVPA,FWGV,PA,
FYCYPAFC,FYCYPA,FYCY,PA,
FYTWPAXF,FYTWPA,FYTW,PA,
FYVLPAXF,FYVLPA,FYVL,PA,
GAP PAXG,GAP PA,GAP ,PA,
GIBSPAXG,GIBSPA,GIBS,PA,
GIVLPAGR,GIVLPA,GIVL,PA,
GLCMPAGL,GLCMPA,GLCM,PA,
GLLDPAGN,GLLDPA,GLLD,PA,
GLNMPAGL,GLNMPA,GLNM,PA,
GLNSPAGL,GLNSPA,GLNS,PA,
GLRKPAXG,GLRKPA,GLRK,PA,
GNBGPAGR,GNBGPA,GNBG,PA,
GNBOPAXG,GNBOPA,GNBO,PA,
GNCSPAXG,GNCSPA,GNCS,PA,
GNHLPAXG,GNHLPA,GNHL,PA,
GNVLPAGR,GNVLPA,GNVL,PA,
GPIAPAMT,GPIAPA,GPIA,PA,
GRLAPAGL,GRLAPA,GRLA,PA,
GRRDPAXG,GRRDPA,GRRD,PA,
GRTZPAXG,GRTZPA,GRTZ,PA,
GTBGPAXG,GTBGPA,GTBG,PA,
GVCYPAGR,GVCYPA,GVCY,PA,
GYMLPAXG,GYMLPA,GYML,PA,
HDNGPAXH,HDNGPA,HDNG,PA,
HERMPAHE,HERMPA,HERM,PA,
HGHVPAXH,HGHVPA,HGHV,PA,
HLBGPAHO,HLBGPA,HLBG,PA,
HLFXPAHX,HLFXPA,HLFX,PA,
HLSTPAXH,HLSTPA,HLST,PA,
HLTWPAHE,HLTWPA,HLTW,PA,
HMBGPAHB,HMBGPA,HMBG,PA,
HMCYPAHO,HMCYPA,HMCY,PA,
HMSTPAHO,HMSTPA,HMST,PA,
HNSLPAXH,HNSLPA,HNSL,PA,
HNTGPAHU,HNTGPA,HNTG,PA,
HNVRPAXH,HNVRPA,HNVR,PA,
HOTWPAHO,HOTWPA,HOTW,PA,
HPVLPAHE,HPVLPA,HPVL,PA,
HPWLPAXH,HPWLPA,HPWL,PA,
HRCYPAXH,HRCYPA,HRCY,PA,
HRLVPAHV,HRLVPA,HRLV,PA,
HRSHPAXH,HRSHPA,HRSH,PA,
HRVLPAXH,HRVLPA,HRVL,PA,
HSDLPAHO,HSDLPA,HSDL,PA,
HTDLPAHZ,HTDLPA,HTDL,PA,
HUMLPAHM,HUMLPA,HUML,PA,
HVLKPAXH,HVLKPA,HVLK,PA,
HWLYPAHW,HWLYPA,HWLY,PA,
HWRDPAXH,HWRDPA,HWRD,PA,
HWTHPAXH,HWTHPA,HWTH,PA,
HYBKPAHB,HYBKPA,HYBK,PA,
HYNDPAXH,HYNDPA,HYND,PA,
HZTNPAHZ,HZTNPA,HZTN,PA,
ICBGPAXI,ICBGPA,ICBG,PA,
IMPRPAIM,IMPRPA,IMPR,PA,
INDIPAIN,INDIPA,INDI,PA,
INTRPAXI,INTRPA,INTR,PA,
IRWNPAIR,IRWNPA,IRWN,PA,
JENKPAJK,JENKPA,JENK,PA,
JHTWPAXB,JHTWPA,JHTW,PA,
JHTWPAXG,JHTWPA,JHTW,PA,
JHTWPAXJ,JHTWPA,JHTW,PA,
JHTWPAXN,JHTWPA,JHTW,PA,
JHTWPAXW,JHTWPA,JHTW,PA,
JMTHPAJT,JMTHPA,JMTH,PA,
JMTWPAXJ,JMTWPA,JMTW,PA,
JNNTPAJE,JNNTPA,JNNT,PA,
JNTWPAXJ,JNTWPA,JNTW,PA,
JRMYPAJE,JRMYPA,JRMY,PA,
JRSHPAJS,JRSHPA,JRSH,PA,
KANEPAKA,KANEPA,KANE,PA,
KGTNPAES,KGTNPA,KGTN,PA,
KHVLPAKU,KHVLPA,KHVL,PA,
KLMTPAKU,KLMTPA,KLMT,PA,
KMTNPAXK,KMTNPA,KMTN,PA,
KMVLPAKV,KMVLPA,KMVL,PA,
KNOXPAXK,KNOXPA,KNOX,PA,
KNSQPAKS,KNSQPA,KNSQ,PA,
KRLNPAKL,KRLNPA,KRLN,PA,
KRSYPAXK,KRSYPA,KRSY,PA,
KZTNPAKZ,KZTNPA,KZTN,PA,
LANGPALA,LANGPA,LANG,PA,
LAPTPAXL,LAPTPA,LAPT,PA,
LARCPALM,LARCPA,LARC,PA,
LBNNPAES,LBNNPA,LBNN,PA,
LCBGPAXL,LCBGPA,LCBG,PA,
LCHNPAES,LCHNPA,LCHN,PA,
LDNBPALB,LDNBPA,LDNB,PA,
LDVLPAES,LDVLPA,LDVL,PA,
LEOLPAXL,LEOLPA,LEOL,PA,
LEPRPALE,LEPRPA,LEPR,PA,
LGNRPALI,LGNRPA,LGNR,PA,
LHTNPALE,LHTNPA,LHTN,PA,
LNDLPALD,LNDLPA,LNDL,PA,
LNLXPALN,LNLXPA,LNLX,PA,
LNSDPALD,LNSDPA,LNSD,PA,
LNVLPAXL,LNVLPA,LNVL,PA,
LRDLPALB,LRDLPA,LRDL,PA,
LRVLPAXL,LRVLPA,LRVL,PA,
LSPTPAXL,LSPTPA,LSPT,PA,
LTRBPALA,LTRBPA,LTRB,PA,
LTTWPAXL,LTTWPA,LTTW,PA,
LUBGPAXL,LUBGPA,LUBG,PA,
LVCNPAXL,LVCNPA,LVCN,PA,
LWBGPAXL,LWBGPA,LWBG,PA,
LWBYPAXL,LWBYPA,LWBY,PA,
LWTWPALE,LWTWPA,LWTW,PA,
LYKNPAXL,LYKNPA,LYKN,PA,
MARNPAXM,MARNPA,MARN,PA,
MARSPAXM,MARSPA,MARS,PA,
MBRGPAME,MBRGPA,MBRG,PA,
MCBGPAXM,MCBGPA,MCBG,PA,
MCDDPAMC,MCDDPA,MCDD,PA,
MCKNPAXM,MCKNPA,MCKN,PA,
MCMRPAMC,MCMRPA,MCMR,PA,
MCPTPAMK,MCPTPA,MCPT,PA,
MCRKPAMR,MCRKPA,MCRK,PA,
MCTWPAMC,MCTWPA,MCTW,PA,
MDTNPAMI,MDTNPA,MDTN,PA,
MEDIPAME,MEDIPA,MEDI,PA,
METWPAXM,METWPA,METW,PA,
MFBGPAXM,MFBGPA,MFBG,PA,
MFTWPAXM,MFTWPA,MFTW,PA,
MGTWPAXM,MGTWPA,MGTW,PA,
MHPNPAXM,MHPNPA,MHPN,PA,
MHSPPAXM,MHSPPA,MHSP,PA,
MIVLPAMI,MIVLPA,MIVL,PA,
MKBGPAXM,MKBGPA,MKBG,PA,
MLFRPAXM,MLFRPA,MLFR,PA,
MLHLPAXE,MLHLPA,MLHL,PA,
MLHMPAMI,MLHMPA,MLHM,PA,
MLTWPAXM,MLTWPA,MLTW,PA,
MLVAPAMI,MLVAPA,MLVA,PA,
MNCHPAXM,MNCHPA,MNCH,PA,
MNCYPAXM,MNCYPA,MNCY,PA,
MNDNPAMH,MNDNPA,MNDN,PA,
MNFDPAXM,MNFDPA,MNFD,PA,
MNGHPAMO,MNGHPA,MNGH,PA,
MNTPPAMO,MNTPPA,MNTP,PA,
MNTWPAXM,MNTWPA,MNTW,PA,
MNVIPAMI,MNVIPA,MNVI,PA,
MONSPAMO,MONSPA,MONS,PA,
MOSCPAMC,MOSCPA,MOSC,PA,
MRBGPAXM,MRBGPA,MRBG,PA,
MRCBPAXM,MRCBPA,MRCB,PA,
MRCRPAME,MRCRPA,MRCR,PA,
MRRSPAXM,MRRSPA,MRRS,PA,
MRSLPAMV,MRSLPA,MRSL,PA,
MRTTPAXM,MRTTPA,MRTT,PA,
MRVLPAMA,MRVLPA,MRVL,PA,
MSCWPAMW,MSCWPA,MSCW,PA,
MSTWPAMA,MSTWPA,MSTW,PA,
MTGMPAXE,MTGMPA,MTGM,PA,
MTJWPAMJ,MTJWPA,MTJW,PA,
MTJYPAXM,MTJYPA,MTJY,PA,
MTMRPAXM,MTMRPA,MTMR,PA,
MTPCPAMP,MTPCPA,MTPC,PA,
MTPTPAMP,MTPTPA,MTPT,PA,
MTRSPAXM,MTRSPA,MTRS,PA,
MTUNPAMU,MTUNPA,MTUN,PA,
MTVLPAXM,MTVLPA,MTVL,PA,
MUVLPAES,MUVLPA,MUVL,PA,
MVTWPAES,MVTWPA,MVTW,PA,
MYDLPAXM,MYDLPA,MYDL,PA,
MYVIPAXM,MYVIPA,MYVI,PA,
NATNPANR,NATNPA,NATN,PA,
NBFDPAXN,NBFDPA,NBFD,PA,
NBFRPAXN,NBFRPA,NBFR,PA,
NCLDPANC,NCLDPA,NCLD,PA,
NCSNPAXN,NCSNPA,NCSN,PA,
NFLDPANE,NFLDPA,NFLD,PA,
NIXNPAXN,NIXNPA,NIXN,PA,
NNGLPAXN,NNGLPA,NNGL,PA,
NNGOPAXN,NNGOPA,NNGO,PA,
NNTCPANA,NNTCPA,NNTC,PA,
NOXNPAXN,NOXNPA,NOXN,PA,
NRLDPAAA,NRLDPA,NRLD,PA,
NRTEPAXN,NRTEPA,NRTE,PA,
NSQHPANE,NSQHPA,NSQH,PA,
NVLCPAXN,NVLCPA,NVLC,PA,
NWAXPAXN,NWAXPA,NWAX,PA,
NWBHPAXN,NWBHPA,NWBH,PA,
NWCSPANC,NWCSPA,NWCS,PA,
NWFLPANF,NWFLPA,NWFL,PA,
NWHPPANH,NWHPPA,NWHP,PA,
NWKNPANK,NWKNPA,NWKN,PA,
NWLSPANW,NWLSPA,NWLS,PA,
NWOXPAXN,NWOXPA,NWOX,PA,
NWPTPAXN,NWPTPA,NWPT,PA,
NWSLPANS,NWSLPA,NWSL,PA,
NWTRPAXN,NWTRPA,NWTR,PA,
NWTWPANW,NWTWPA,NWTW,PA,
NWWLPAXN,NWWLPA,NWWL,PA,
NZRTPANA,NZRTPA,NZRT,PA,
OKDLPAOA,OKDLPA,OKDL,PA,
OKMTPAOA,OKMTPA,OKMT,PA,
OLCYPAXO,OLCYPA,OLCY,PA,
OLEYPAXO,OLEYPA,OLEY,PA,
OLYPPAOL,OLYPPA,OLYP,PA,
ORBGPAOR,ORBGPA,ORBG,PA,
ORBSPAXO,ORBSPA,ORBS,PA,
OXFRPAOX,OXFRPA,OXFR,PA,
PATNPAPA,PATNPA,PATN,PA,
PCLKPAXP,PCLKPA,PCLK,PA,
PEHLPAPH,PEHLPA,PEHL,PA,
PGTWPAPT,PGTWPA,PGTW,PA,
PHBGPAPH,PHBGPA,PHBG,PA,
PHLAPABA,PHLAPA,PHLA,PA,
PHLAPACH,PHLAPA,PHLA,PA,
PHLAPADB,PHLAPA,PHLA,PA,
PHLAPADE,PHLAPA,PHLA,PA,
PHLAPAEW,PHLAPA,PHLA,PA,
PHLAPAGE,PHLAPA,PHLA,PA,
PHLAPAIV,PHLAPA,PHLA,PA,
PHLAPAJE,PHLAPA,PHLA,PA,
PHLAPAKR,PHLAPA,PHLA,PA,
PHLAPAMY,PHLAPA,PHLA,PA,
PHLAPAOR,PHLAPA,PHLA,PA,
PHLAPAPI,PHLAPA,PHLA,PA,
PHLAPAPO,PHLAPA,PHLA,PA,
PHLAPARE,PHLAPA,PHLA,PA,
PHLAPASA,PHLAPA,PHLA,PA,
PHLAPASH,PHLAPA,PHLA,PA,
PHLAPAWV,PHLAPA,PHLA,PA,
PITBPACA,PITBPA,PITB,PA,
PITBPASQ,PITBPA,PITB,PA,
PIVLPAPV,PIVLPA,PIVL,PA,
PLHSPAPH,PLHSPA,PLHS,PA,
PLMOPAPL,PLMOPA,PLMO,PA,
PLMYPAPA,PLMYPA,PLMY,PA,
PLSGPAPG,PLSGPA,PLSG,PA,
PLSVPAXP,PLSVPA,PLSV,PA,
PNARPAXP,PNARPA,PNAR,PA,
PNBGPAPB,PNBGPA,PNBG,PA,
PNFDPAXB,PNFDPA,PNFD,PA,
PNGVPAXP,PNGVPA,PNGV,PA,
PRBGPAPB,PRBGPA,PRBG,PA,
PRFDPAPF,PRFDPA,PRFD,PA,
PRKRPAXP,PRKRPA,PRKR,PA,
PRKSPAPE,PRKSPA,PRKS,PA,
PRSPPAXP,PRSPPA,PRSP,PA,
PRTGPAPO,PRTGPA,PRTG,PA,
PRTNPAXP,PRTNPA,PRTN,PA,
PRYPPAPE,PRYPPA,PRYP,PA,
PSVLPAPV,PSVLPA,PSVL,PA,
PTALPAPA,PTALPA,PTAL,PA,
PTLDPAXP,PTLDPA,PTLD,PA,
PTMRPAPM,PTMRPA,PTMR,PA,
PTMTPAXP,PTMTPA,PTMT,PA,
PTRLPAXP,PTRLPA,PTRL,PA,
PTRYPAXP,PTRYPA,PTRY,PA,
PTTNPAPI,PTTNPA,PTTN,PA,
PTTVPAPO,PTTVPA,PTTV,PA,
PTTWPAPT,PTTWPA,PTTW,PA,
PTVLPAXP,PTVLPA,PTVL,PA,
PUNXPAPU,PUNXPA,PUNX,PA,
PXTGPAPG,PXTGPA,PXTG,PA,
PXTNPAPA,PXTNPA,PXTN,PA,
PXVLPAPV,PXVLPA,PXVL,PA,
QKLKPAXQ,QKLKPA,QKLK,PA,
QKTWPAQT,QKTWPA,QKTW,PA,
QRVLPAXQ,QRVLPA,QRVL,PA,
RCFDPAXR,RCFDPA,RCFD,PA,
RCYVPAXR,RCYVPA,RCYV,PA,
RDLNPAXR,RDLNPA,RDLN,PA,
